lmp,regmcp
27.27,0.00
21.67,0.00
25.30,3.33
19.61,25.05
17.66,58.85
18.02,5.20
18.17,0.00
17.46,0.00
17.73,0.00
18.30,0.00
22.17,8.54
24.91,10.31
24.73,23.13
17.80,16.22
17.27,14.80
15.16,1.84
13.26,11.61
13.86,1.16
14.03,0.00
13.81,0.00
13.95,89.81
14.76,8.16
18.69,8.87
22.24,1.77
27.11,0.00
18.62,0.00
20.56,1.67
17.02,15.81
15.41,11.04
15.82,0.86
14.29,0.00
13.51,0.00
12.91,0.00
14.23,0.00
13.13,8.80
16.30,19.32
18.76,7.90
25.19,1.93
19.48,56.79
19.85,5.16
18.33,0.00
17.82,0.00
18.64,0.00
21.00,0.00
21.96,0.00
25.37,0.00
18.88,0.00
21.85,0.00
20.96,0.00
20.08,0.00
20.28,3.33
18.13,5.86
16.50,17.53
19.88,3.07
18.84,0.00
17.94,0.00
17.94,0.00
18.08,0.00
18.80,0.00
25.10,9.33
23.42,11.34
20.21,8.71
18.44,1.26
15.72,0.00
11.93,0.83
14.51,0.00
14.64,0.00
14.90,0.00
14.63,0.00
14.79,0.00
16.46,0.00
18.15,0.00
31.45,0.00
22.94,0.00
18.79,0.00
16.65,7.94
16.80,14.84
17.92,10.10
15.71,1.69
14.72,0.00
14.29,0.00
14.82,0.00
14.89,0.00
15.02,2.90
20.29,67.11
35.18,6.07
23.66,0.00
15.46,0.00
1.73,1.67
1.90,0.00
12.22,0.00
12.03,0.00
14.11,0.00
5.08,0.00
16.17,0.00
19.29,0.00
19.73,0.00
18.26,0.00
19.70,0.00
18.44,6.42
14.42,9.15
15.86,0.76
14.95,0.00
14.69,0.00
14.86,0.00
15.26,0.00
16.71,7.08
16.34,8.73
18.38,9.28
20.69,98.07
17.28,15.18
14.29,5.50
14.86,0.87
3.31,0.00
8.00,0.00
2.39,0.00
12.35,0.00
15.26,0.00
19.49,0.00
21.75,0.00
19.34,0.00
22.04,0.00
23.24,1.67
25.02,14.77
18.62,10.67
18.80,1.54
17.55,0.00
17.05,0.00
17.08,0.00
17.89,0.00
18.93,36.46
23.50,18.04
25.89,22.28
16.97,51.06
19.33,0.00
17.50,0.00
16.86,0.83
16.77,0.00
17.46,0.00
17.04,0.00
16.87,0.00
17.39,6.73
16.39,8.49
20.08,2.69
22.61,0.00
23.52,0.00
24.77,1.67
23.75,24.87
19.89,17.32
20.23,1.28
19.83,0.00
19.57,0.00
19.20,0.00
19.57,0.00
20.04,7.68
34.69,9.33
43.76,11.04
26.74,110.44
18.76,9.77
19.33,0.00
24.09,0.83
54.19,0.00
20.01,0.00
38.74,0.00
25.45,0.00
19.46,0.00
32.46,0.00
20.97,0.00
22.19,0.00
25.05,0.00
29.67,8.33
30.37,22.26
20.83,7.96
19.06,0.63
26.48,0.00
24.70,0.00
24.27,0.00
24.87,0.00
24.20,6.73
39.46,9.07
29.82,45.55
24.45,7.61
19.51,6.41
24.00,0.71
21.31,4.44
20.83,0.33
15.43,4.46
-15.09,0.41
11.14,22.33
11.34,18.57
17.56,13.37
23.89,10.05
28.08,11.97
28.46,26.40
28.59,28.72
24.90,17.18
32.60,26.10
26.01,17.07
20.90,12.88
20.63,0.00
21.39,0.00
22.61,0.00
22.41,13.33
51.62,17.11
54.55,56.86
26.65,19.01
27.12,14.79
24.35,11.44
19.96,20.27
53.67,5.11
31.96,0.00
14.51,9.12
16.32,5.16
29.75,0.35
48.64,6.70
46.64,0.67
24.24,0.00
36.37,0.00
33.85,1.67
18.95,20.93
21.16,19.27
23.96,2.32
25.96,0.00
28.47,0.00
32.92,0.00
31.75,0.00
27.52,0.00
40.46,7.05
36.37,19.64
38.58,17.63
45.97,1.40
51.63,16.79
46.72,135.04
46.89,46.20
41.07,62.05
42.28,29.62
42.49,9.58
46.43,40.06
52.50,21.22
44.57,1.59
28.38,0.00
29.27,5.83
25.39,15.49
28.16,45.66
38.50,129.30
39.83,59.81
24.26,5.39
24.20,0.00
23.60,0.00
23.18,0.00
23.20,24.32
28.37,11.77
27.09,14.29
33.74,14.62
25.75,2.27
22.85,13.40
21.41,8.24
19.59,1.41
18.63,1.41
18.42,0.18
18.24,3.03
15.51,12.92
25.52,1.92
34.99,0.00
41.44,0.00
52.06,41.93
46.04,144.76
31.59,21.54
41.39,30.86
33.70,2.72
25.95,0.00
23.76,0.00
24.15,0.00
20.41,0.00
20.15,8.62
20.66,11.03
23.33,9.12
25.06,15.52
22.08,90.88
19.96,8.17
20.33,0.83
19.59,0.00
18.84,3.15
17.94,0.35
17.68,0.00
13.24,0.00
17.84,7.04
21.20,1.36
37.79,0.00
19.75,0.00
19.20,1.67
18.86,14.56
21.94,27.06
20.00,1.50
20.90,0.00
21.15,0.00
20.15,0.00
25.37,0.00
25.22,9.48
45.20,40.46
43.40,36.55
20.02,16.56
20.25,7.67
21.75,0.59
20.17,1.67
19.74,0.00
20.66,0.00
21.51,0.00
21.85,7.43
35.34,16.39
37.48,33.87
33.12,12.41
34.32,0.65
24.65,0.00
31.52,8.48
20.93,15.25
20.63,11.70
25.98,2.28
21.27,0.00
21.31,0.00
20.30,0.00
21.83,0.00
29.75,6.74
48.36,34.33
35.95,136.22
24.21,34.15
25.20,18.93
21.60,1.72
19.79,0.83
18.44,0.00
18.31,0.00
18.01,0.00
23.08,0.00
31.54,0.00
39.78,0.62
36.80,0.11
35.02,0.00
34.78,0.00
38.85,5.00
34.47,30.82
22.02,13.59
28.86,0.74
23.90,0.00
24.67,0.00
21.42,0.00
22.70,0.00
23.88,7.53
34.88,16.88
60.49,61.60
31.64,31.03
40.89,17.41
42.64,4.08
39.64,1.67
46.23,0.00
40.32,0.00
22.90,0.00
20.19,0.00
23.27,0.00
20.83,0.00
21.13,0.00
21.59,0.00
22.42,0.00
26.43,0.00
24.27,8.67
19.56,15.71
21.55,0.76
20.25,0.00
18.09,0.00
18.26,0.00
19.15,0.00
31.25,7.68
33.69,73.73
28.68,21.11
44.71,37.35
36.07,60.29
34.20,5.36
21.21,8.88
18.31,8.28
4.72,4.95
6.29,21.84
9.74,28.61
11.85,11.35
16.05,39.05
18.44,12.46
24.58,0.00
20.07,0.08
20.47,1.67
22.68,8.26
17.23,7.89
17.62,1.17
16.78,7.07
16.95,0.71
18.22,6.46
19.82,37.76
23.16,12.94
20.05,15.32
18.65,20.27
14.65,15.47
7.55,11.54
5.26,5.79
-5.70,82.75
3.17,18.97
-23.85,75.26
-8.34,6.26
5.95,0.00
14.41,12.28
23.51,13.06
28.90,14.83
33.57,0.00
31.58,113.67
19.11,121.79
25.23,23.39
23.54,17.21
17.81,11.61
16.39,15.54
16.19,10.17
16.39,0.71
16.81,0.00
16.99,2.85
17.97,8.29
18.17,9.53
23.57,85.23
16.14,7.67
16.21,0.00
15.97,0.00
14.35,0.00
4.79,0.00
-7.66,0.00
-24.09,0.00
7.61,0.00
14.66,8.33
23.55,9.81
30.99,23.11
22.18,27.17
18.58,12.08
18.34,7.66
17.81,11.91
19.21,10.34
20.09,8.53
21.29,7.04
21.76,0.52
19.15,0.00
18.55,6.51
23.94,11.43
39.56,15.23
35.59,1.21
38.15,0.00
35.18,0.00
34.73,5.81
46.74,0.57
27.32,0.00
18.08,0.00
17.56,0.00
20.22,0.00
19.11,0.00
31.44,0.00
58.25,0.00
36.04,0.00
32.52,107.91
21.97,16.15
20.58,6.03
23.56,0.60
23.97,0.00
22.49,0.00
22.24,0.00
22.14,0.00
28.14,7.68
35.68,7.76
24.94,6.65
21.74,0.56
22.01,0.00
20.71,0.00
18.34,6.37
18.45,5.46
19.36,0.63
19.23,0.00
23.40,6.61
35.55,0.66
26.56,8.76
33.46,0.87
22.97,0.00
22.84,17.63
24.46,11.39
21.78,9.49
19.68,7.81
20.38,1.23
20.25,0.00
18.95,0.00
18.73,0.00
19.64,0.00
20.47,9.60
20.65,7.94
22.37,12.84
26.26,0.76
22.64,0.00
29.88,11.17
39.13,37.95
31.42,16.15
32.97,11.70
38.17,7.84
40.90,40.43
44.83,18.64
54.38,39.99
35.25,20.92
32.50,16.31
51.58,105.09
33.70,28.90
29.22,20.61
28.09,11.52
36.16,3.29
24.70,0.00
23.66,0.00
21.16,0.00
22.18,0.00
19.92,9.58
28.85,12.96
39.78,14.86
41.36,3.16
44.44,0.00
41.71,36.18
30.43,30.55
25.46,9.60
29.04,6.98
26.64,17.03
22.30,9.12
22.36,7.36
26.62,7.37
22.13,6.76
26.64,12.18
38.05,37.46
35.76,21.76
41.93,49.42
35.91,50.02
22.27,19.39
24.00,11.60
22.34,12.27
23.98,2.75
27.51,1.48
20.39,6.06
21.87,30.34
22.97,18.00
21.07,65.33
23.64,19.26
22.87,12.46
26.58,23.47
26.51,118.78
26.38,21.25
24.04,0.00
20.89,0.00
28.11,0.00
33.61,0.00
33.89,0.00
41.88,0.00
34.19,0.00
44.04,24.61
38.50,17.14
45.87,22.26
30.89,2.00
36.17,0.00
22.72,0.00
22.46,0.00
36.91,0.00
24.41,0.00
33.67,10.18
22.51,7.55
26.12,9.95
21.50,1.77
37.17,0.00
21.15,0.00
21.70,0.00
20.57,0.00
19.91,0.00
19.21,0.00
20.51,7.27
23.68,8.05
42.66,39.72
41.30,4.36
44.14,0.00
41.53,25.91
46.94,39.03
55.55,115.51
26.46,10.20
46.55,0.00
37.37,36.48
20.43,14.59
35.73,0.00
24.03,0.00
23.62,4.98
24.38,9.35
25.88,1.66
20.93,0.00
46.08,0.00
19.26,0.00
20.31,0.00
18.92,0.00
16.99,0.00
16.25,0.00
17.20,0.00
18.81,0.00
26.15,0.00
38.47,0.00
38.48,0.00
30.36,57.44
24.65,35.06
27.08,7.40
25.80,4.82
21.06,0.00
21.40,0.00
21.48,0.00
21.36,0.00
29.43,35.92
35.44,24.08
24.66,12.92
25.63,2.08
24.18,0.00
20.74,0.00
19.11,41.64
1.76,46.69
-1.93,8.69
-9.58,83.77
61.38,111.03
18.89,26.44
22.71,6.49
27.18,7.22
25.15,17.27
28.78,25.19
23.56,13.42
39.57,29.70
21.88,10.07
18.33,0.71
17.85,0.00
18.84,0.00
18.72,0.00
19.53,0.00
25.82,6.77
45.14,33.44
38.70,36.07
31.15,9.25
19.91,0.00
18.66,0.00
18.39,0.00
17.86,0.00
17.38,0.00
17.80,0.00
16.87,0.00
17.12,0.00
24.69,0.00
34.12,0.00
37.33,0.00
36.57,0.00
27.33,33.51
32.15,19.41
20.79,12.44
20.27,0.91
19.22,0.00
19.89,0.00
19.64,0.00
19.39,0.00
18.94,0.00
21.28,48.84
24.63,12.83
20.46,1.45
18.87,0.00
18.37,0.00
17.93,0.00
18.23,0.00
19.59,0.00
19.94,0.00
28.66,0.00
21.54,0.00
27.47,0.00
28.57,0.00
33.02,0.00
32.29,0.00
28.78,22.52
28.16,102.80
20.70,25.01
20.11,9.96
18.50,1.69
19.55,0.00
20.49,0.00
20.97,0.00
21.19,52.43
28.34,12.97
33.26,27.72
30.17,4.21
31.35,75.86
32.22,37.99
23.68,2.79
31.19,47.56
35.64,40.75
22.34,15.16
22.34,1.07
29.12,91.22
29.11,23.21
30.48,8.95
33.14,0.60
30.72,0.00
30.91,16.06
25.73,25.99
19.06,27.73
17.49,2.32
17.73,0.00
17.43,0.00
17.05,0.00
17.23,0.00
19.26,10.39
29.49,10.26
33.64,24.69
36.33,2.17
33.01,0.00
26.07,0.00
21.18,111.95
18.56,20.44
25.81,1.02
31.87,0.00
18.92,18.59
19.03,3.72
17.87,0.00
18.12,0.00
29.24,0.00
32.22,1.67
29.97,18.08
28.16,26.87
21.23,25.73
19.17,12.31
17.11,17.98
16.94,1.55
16.83,0.00
16.42,0.00
16.92,0.00
17.41,6.32
16.96,7.11
16.73,8.72
16.63,1.39
15.37,0.00
1.97,0.83
13.74,0.00
8.57,0.00
15.19,0.00
15.13,0.00
15.76,0.00
17.27,0.00
17.03,7.62
22.65,0.69
29.89,0.00
20.72,18.02
16.34,8.88
22.66,7.93
36.31,11.65
26.31,2.02
16.17,0.00
15.89,0.00
16.87,0.00
19.85,0.00
28.54,9.95
22.14,39.51
15.77,3.51
14.62,8.21
14.82,2.19
15.94,0.83
20.57,0.00
32.68,0.00
19.74,0.00
33.52,0.00
26.50,0.00
33.73,0.00
25.46,3.77
37.38,1.17
45.86,0.00
37.07,117.12
25.03,36.83
27.02,1.36
38.30,0.00
25.80,0.00
20.94,0.00
20.46,0.00
22.24,0.00
32.46,0.00
51.71,8.10
30.77,34.50
63.91,14.65
48.02,0.00
19.00,0.00
18.90,1.67
17.43,0.00
19.37,0.00
20.45,0.00
36.17,0.00
40.93,0.00
30.92,0.00
29.87,0.00
51.61,0.00
48.89,0.00
58.59,22.29
30.78,45.27
20.63,13.90
17.66,1.00
16.14,0.00
15.78,0.00
15.93,0.00
16.79,0.00
18.60,0.00
34.55,40.88
19.58,11.11
17.42,1.28
15.78,0.00
15.24,0.00
15.18,9.03
7.15,8.68
8.19,0.72
11.06,8.57
13.52,10.35
15.37,10.02
18.35,9.11
31.29,11.49
26.53,0.95
33.70,0.00
28.28,112.58
22.60,80.58
16.86,12.16
17.31,1.37
15.95,0.00
15.85,0.00
15.60,0.00
15.94,0.00
16.10,6.47
17.96,12.74
22.51,28.81
16.62,5.46
16.28,5.77
15.92,7.52
15.78,8.20
15.77,11.14
16.88,9.42
23.84,8.47
67.46,1.39
26.40,0.00
28.14,0.00
21.49,0.00
28.50,0.00
27.48,0.00
26.57,23.45
20.24,8.25
16.50,7.82
17.39,1.21
16.50,0.00
16.30,0.00
16.22,0.00
16.58,0.00
17.29,5.23
17.70,51.17
18.37,11.96
31.59,1.27
25.99,0.00
24.25,57.12
21.38,22.83
27.87,15.18
28.04,2.15
25.50,0.00
29.55,14.76
30.67,25.34
33.74,14.79
35.25,1.15
31.50,0.00
22.69,0.00
24.03,14.87
23.15,11.50
20.96,10.56
25.07,21.10
20.03,3.69
18.50,48.13
18.27,9.63
19.47,0.00
26.14,5.68
29.97,62.23
23.37,19.05
20.91,1.31
17.00,80.95
15.27,7.36
3.05,17.68
-18.18,76.22
9.13,14.94
14.88,0.00
12.19,0.00
15.89,0.00
18.83,0.00
22.57,0.00
24.79,0.00
27.49,0.00
30.89,28.56
24.45,19.78
20.00,10.95
20.72,7.75
21.16,0.65
20.33,0.00
19.12,0.00
18.28,0.00
18.94,0.00
19.49,9.90
26.86,11.67
37.63,117.31
50.80,11.54
43.94,0.00
30.83,1.67
19.43,0.00
55.41,0.00
21.39,0.00
20.76,0.00
18.24,0.00
20.27,0.00
29.08,0.00
26.76,0.00
26.05,0.00
28.55,35.99
20.45,16.43
17.42,7.28
17.73,10.96
17.56,0.95
16.94,0.00
17.04,0.00
17.88,0.00
18.89,0.00
19.70,10.18
17.02,1.02
16.71,0.00
17.18,0.00
17.34,0.00
27.67,0.83
62.11,0.00
47.23,0.00
28.36,43.39
17.39,4.34
20.66,0.00
34.86,0.00
35.25,0.00
41.51,0.00
44.99,0.00
38.33,0.00
27.05,40.98
19.79,12.44
19.27,0.97
19.60,0.00
19.43,0.00
19.47,0.00
18.63,0.00
25.92,10.00
39.57,10.35
38.89,44.50
24.95,4.49
15.30,11.81
15.74,2.15
14.63,16.76
13.64,11.89
-2.79,53.77
-13.92,4.80
-13.70,82.29
9.40,7.48
22.93,9.78
34.42,15.94
43.45,2.88
50.01,0.00
36.05,20.75
24.49,30.58
20.21,13.07
18.72,1.63
20.01,0.00
20.41,0.00
20.50,0.00
19.96,0.00
22.51,6.34
31.99,59.95
29.49,29.88
17.40,2.44
13.74,0.00
-16.05,0.00
4.10,50.76
-29.84,9.08
-20.20,1.78
-5.69,67.90
0.45,12.32
3.64,0.00
14.29,9.48
24.29,12.06
29.89,2.83
23.99,20.55
18.13,30.27
15.25,12.08
16.92,11.32
16.22,11.53
16.63,11.87
16.14,53.13
16.32,20.10
16.40,0.99
17.14,6.88
20.19,14.17
23.61,15.27
23.54,1.87
21.55,0.00
24.59,0.00
18.97,1.67
16.99,0.00
12.78,0.00
15.57,0.00
16.13,0.00
17.58,0.00
18.17,0.57
19.38,10.53
21.22,2.08
23.21,24.61
13.96,40.39
15.36,11.73
17.21,12.56
15.97,12.14
16.39,11.72
16.44,64.04
16.80,61.22
17.76,27.29
24.22,6.89
28.62,10.41
20.47,69.02
16.47,6.18
14.79,10.81
9.02,87.55
9.86,27.47
3.47,14.74
9.38,2.47
2.40,0.00
-3.18,100.19
5.99,18.22
17.67,0.00
18.71,0.00
20.38,0.00
26.22,0.00
26.46,18.69
25.59,50.04
20.70,14.54
19.63,3.59
19.55,0.00
20.22,0.00
19.47,0.00
18.49,0.00
20.06,0.00
20.75,8.80
20.87,12.48
18.29,2.02
17.39,0.00
16.51,0.00
4.50,1.67
4.19,0.00
15.43,0.00
15.40,0.00
11.51,0.00
15.19,0.00
16.99,0.00
22.46,0.00
29.27,0.00
33.38,0.00
31.06,28.66
22.51,9.40
32.18,37.03
30.54,3.29
27.31,0.00
19.29,0.00
19.35,0.00
21.05,0.00
43.17,0.00
47.97,40.21
21.05,11.01
15.84,14.99
16.53,1.31
15.33,0.00
14.77,0.83
10.55,0.00
10.59,0.00
13.72,0.00
13.21,0.00
16.64,0.00
22.13,0.00
18.45,0.00
34.72,0.00
25.90,0.00
30.87,16.07
16.90,9.41
15.75,7.88
17.61,8.28
12.82,0.70
17.18,0.00
15.96,0.00
16.04,0.00
17.21,0.00
14.95,5.97
14.50,7.18
15.01,0.60
15.80,0.00
17.84,0.00
16.26,0.00
14.80,0.00
-11.01,0.00
-14.15,0.00
13.76,0.00
31.17,0.00
39.52,0.00
42.24,0.00
43.18,0.00
40.27,0.00
36.47,0.00
19.99,9.27
16.03,1.86
28.98,0.00
20.67,0.00
18.93,0.00
15.61,0.00
17.35,0.00
16.16,7.73
31.91,14.79
33.24,127.26
19.41,24.87
34.39,0.00
34.42,0.00
28.57,0.00
32.19,14.83
32.48,1.35
13.17,0.00
12.91,77.98
15.91,7.09
25.41,13.72
48.62,1.25
28.11,0.00
42.03,0.00
37.97,51.68
32.66,19.64
18.49,12.34
19.08,1.37
17.51,0.00
18.09,0.00
17.55,0.00
17.93,0.00
17.64,6.56
17.52,13.34
19.76,17.35
19.69,2.88
17.95,0.00
18.81,0.00
18.56,1.67
18.13,0.00
17.49,0.00
18.06,0.00
19.36,0.00
22.19,0.00
25.14,0.00
28.88,0.00
34.93,0.00
33.10,0.00
28.30,23.34
17.96,19.40
17.28,10.87
21.56,0.76
20.70,0.00
20.13,0.00
19.95,0.00
19.89,0.00
21.40,6.95
31.15,15.91
35.91,14.53
36.47,1.19
31.67,0.00
21.57,0.00
20.06,1.67
20.22,0.00
19.72,0.00
19.86,0.00
19.73,0.00
19.30,0.00
20.74,0.00
28.06,84.43
33.36,15.35
33.18,0.00
36.93,75.41
24.83,25.66
18.14,15.53
19.34,1.39
19.51,63.03
19.15,16.66
19.29,4.53
19.66,0.37
19.82,8.18
22.32,8.05
27.68,27.42
19.91,4.86
20.64,0.00
18.74,0.00
18.49,0.00
17.99,0.00
17.28,0.00
17.50,0.00
17.96,0.00
22.53,0.00
30.64,0.00
36.47,18.86
31.16,2.10
33.72,0.00
25.29,14.01
20.61,12.37
18.20,12.33
20.33,1.95
18.50,0.00
17.33,0.00
17.41,0.00
17.95,0.00
18.86,9.83
18.88,7.85
27.36,28.72
34.10,3.13
30.05,0.00
26.71,76.60
20.78,7.66
18.26,0.00
17.18,0.00
14.49,0.00
12.80,0.00
17.00,0.00
22.45,0.00
30.03,121.56
31.18,11.05
35.25,0.00
34.37,31.55
18.96,14.21
17.35,11.81
16.15,1.58
15.59,0.00
18.96,0.00
19.68,0.00
18.68,0.00
18.02,0.00
18.43,9.59
14.87,27.56
15.82,2.38
15.02,0.00
16.18,0.00
16.51,0.83
16.03,0.00
16.92,0.00
17.83,0.00
17.53,0.00
17.15,0.00
16.51,0.00
17.10,0.00
19.92,0.00
32.49,0.00
29.58,37.63
20.50,30.47
19.08,19.33
18.12,2.06
17.87,0.00
17.81,0.00
17.12,0.00
17.06,0.00
16.16,0.00
15.80,2.91
16.58,4.23
17.39,0.35
16.63,0.00
17.94,0.00
18.67,1.67
19.04,0.00
20.03,0.00
19.95,0.00
30.36,0.00
35.54,0.00
30.68,0.00
43.24,0.00
42.93,0.00
39.34,0.00
24.91,7.71
30.46,25.96
23.54,23.70
22.11,1.95
34.89,0.00
19.00,0.00
19.04,0.00
20.08,0.00
21.66,10.80
33.22,9.54
40.03,46.01
34.75,8.89
23.82,0.00
18.99,11.19
19.21,2.04
18.57,0.00
18.93,0.00
19.37,12.12
29.85,1.21
23.98,0.00
29.18,0.00
31.28,8.38
33.49,2.02
46.27,0.00
36.10,2.91
24.82,13.73
51.83,34.42
45.12,10.97
20.76,0.00
21.81,0.00
20.67,0.00
22.96,0.00
36.49,10.53
36.95,9.38
19.42,7.30
22.28,6.07
18.95,0.00
19.74,3.44
19.92,1.70
19.09,2.93
11.95,10.23
6.53,6.98
3.42,0.88
13.50,3.56
33.77,21.85
41.46,23.26
47.97,4.51
52.89,0.00
49.32,41.93
37.80,31.48
28.34,25.27
26.72,7.40
20.26,0.00
20.04,0.00
19.91,0.00
20.53,0.00
19.19,11.10
22.16,7.94
22.66,26.29
34.40,4.02
40.04,0.00
41.80,26.35
37.05,5.86
23.99,0.00
23.72,0.00
23.35,38.51
24.09,3.50
34.04,38.34
33.63,27.98
30.71,22.01
42.02,39.05
42.17,14.19
42.31,34.66
23.62,10.04
19.69,9.36
19.09,1.54
16.99,0.00
17.72,0.00
18.02,0.00
19.41,0.00
22.14,8.27
23.05,7.40
29.67,31.73
18.27,2.89
17.19,0.00
18.00,0.00
18.71,0.83
18.10,0.00
18.86,0.00
18.61,0.00
9.26,0.00
19.44,0.00
25.71,0.00
36.86,23.63
37.91,4.73
39.98,0.00
40.22,16.08
28.49,19.54
22.05,12.97
29.44,4.84
19.67,0.00
20.13,0.00
20.59,0.00
22.03,0.00
34.79,8.75
43.11,32.73
38.48,32.44
24.25,5.34
19.88,0.00
19.12,0.00
19.22,0.83
19.31,0.00
19.68,0.00
19.50,0.00
19.79,0.00
23.84,0.00
25.57,0.00
35.75,0.00
33.93,0.00
46.80,0.00
42.49,25.96
44.47,28.08
46.31,45.44
27.82,3.93
35.68,0.00
27.89,0.00
22.50,0.00
25.23,0.00
44.00,0.00
33.80,18.24
19.42,13.50
19.29,12.47
19.09,1.62
20.22,0.00
20.97,0.83
25.08,0.00
38.41,0.00
19.69,0.00
22.35,0.00
27.66,0.00
29.65,0.00
31.31,0.00
39.54,0.00
32.05,0.00
41.66,92.19
39.42,35.07
46.41,86.89
25.51,23.46
31.28,0.00
29.37,0.00
25.34,0.00
25.36,0.00
25.41,0.00
31.44,10.53
21.66,15.19
38.65,1.34
25.84,0.00
20.93,0.00
20.96,0.83
20.90,0.00
23.21,38.27
21.20,3.48
19.99,12.60
19.69,1.15
21.16,0.00
32.25,8.78
22.89,0.80
18.87,0.00
23.93,14.71
21.60,12.50
20.28,12.56
21.60,0.00
20.90,0.00
22.27,0.00
20.56,0.00
21.14,0.00
25.40,7.81
44.90,8.95
31.20,19.29
20.82,3.80
17.89,0.00
18.34,0.00
18.86,1.67
19.21,0.00
19.00,0.00
20.23,0.00
19.16,0.00
20.06,0.00
25.44,0.00
38.60,0.00
36.72,0.00
35.42,0.00
32.40,25.38
22.63,10.44
20.07,13.91
19.44,1.19
18.37,0.00
17.00,0.00
16.62,0.00
17.55,0.00
17.83,0.00
22.86,7.10
37.66,29.09
27.86,4.61
19.18,0.00
20.13,0.00
19.42,0.83
19.45,0.00
19.26,0.00
19.99,0.00
21.10,0.00
22.25,0.00
28.41,0.00
27.57,9.56
33.33,1.91
34.77,0.00
32.58,22.78
28.66,16.90
27.88,14.33
21.36,0.00
20.59,0.00
21.91,0.00
20.92,0.00
21.03,0.00
19.61,0.00
19.73,7.27
29.88,21.61
21.49,0.98
24.87,0.00
35.95,0.00
42.72,3.33
31.51,0.00
34.51,0.00
26.54,0.00
20.56,0.00
21.95,0.00
21.70,0.00
26.69,4.46
28.34,1.67
30.72,0.00
23.49,5.03
25.45,9.82
21.30,13.02
20.14,1.88
40.77,0.00
22.90,0.00
21.28,0.00
22.59,0.00
25.31,0.00
31.16,3.41
37.74,30.24
35.45,3.09
34.23,0.00
28.40,0.00
31.58,0.83
27.65,0.00
27.73,0.00
26.54,0.00
24.58,0.00
25.67,0.00
30.76,0.00
32.26,0.00
37.81,0.00
34.54,0.00
33.41,10.98
26.66,8.16
23.44,9.94
21.78,1.82
21.98,0.00
22.05,0.00
20.93,0.00
21.73,0.00
21.08,0.00
24.88,7.42
34.87,36.02
22.57,6.59
15.23,0.00
18.82,0.00
19.21,0.00
19.60,0.00
19.88,0.00
20.97,0.00
19.96,0.00
20.52,0.00
25.61,0.00
30.73,0.00
42.63,0.00
39.37,0.00
26.52,7.39
24.40,10.29
22.22,23.31
25.82,2.12
25.04,0.00
21.41,0.00
24.68,0.00
22.71,0.00
21.22,0.00
22.28,66.90
21.91,22.46
22.65,1.03
25.21,0.00
33.18,0.00
33.81,1.67
25.15,0.00
22.66,0.00
39.82,0.00
33.99,0.00
39.35,0.00
37.38,0.00
33.54,0.00
38.05,0.00
43.40,0.00
30.80,11.14
27.48,19.81
22.49,9.43
22.41,0.70
21.28,0.00
21.86,0.00
21.46,0.00
20.38,0.00
20.65,0.00
19.80,7.39
20.04,11.05
20.12,0.97
21.16,0.00
20.69,0.00
20.56,0.83
20.40,0.00
21.09,0.00
21.71,0.00
25.08,0.00
30.55,0.00
28.44,0.00
31.38,0.00
38.82,0.00
36.38,0.00
23.37,12.83
22.44,11.78
19.64,0.97
22.21,0.00
22.11,0.00
21.14,0.00
21.40,0.00
20.44,0.00
20.01,0.00
20.29,10.22
23.93,17.43
34.34,1.49
23.13,0.00
21.32,0.00
20.63,0.83
20.60,0.00
20.38,0.00
20.01,3.35
19.40,0.47
23.12,3.33
27.86,6.86
42.26,5.62
53.42,0.31
42.73,0.00
32.57,20.36
26.02,16.45
20.94,0.00
45.21,0.00
22.38,0.00
23.62,0.00
22.29,0.00
22.55,0.00
22.40,10.03
24.90,9.00
35.65,24.96
23.65,2.23
21.83,0.00
22.14,10.57
21.58,0.96
21.35,0.00
21.68,0.00
22.50,3.11
29.80,22.22
45.54,17.39
39.76,13.54
44.47,5.93
52.87,27.42
48.94,51.10
41.68,15.00
32.99,29.52
35.58,18.80
36.80,2.45
22.66,0.00
22.96,0.00
22.47,0.00
22.49,0.00
23.10,7.80
22.91,9.32
23.19,7.70
24.09,9.00
28.61,9.56
27.99,32.71
26.29,19.08
28.97,6.79
27.82,20.13
23.20,11.15
24.68,9.20
32.01,7.32
37.83,10.64
34.40,22.81
55.42,6.38
43.82,26.42
37.24,34.10
41.74,43.45
31.17,42.39
26.91,3.56
25.63,0.00
23.74,0.00
24.11,0.00
24.94,0.00
25.13,13.79
25.58,13.35
27.90,9.12
25.54,0.62
36.72,0.00
46.91,29.10
37.21,8.94
35.60,0.00
22.85,3.82
21.07,6.21
20.05,0.86
20.66,4.60
22.67,8.10
25.86,56.11
27.73,20.11
25.47,16.36
26.15,15.53
25.68,13.19
21.70,9.44
21.13,7.63
22.64,20.35
21.38,1.79
20.68,0.00
16.57,0.00
14.20,15.77
18.40,13.07
20.44,12.88
18.42,2.32
17.27,0.00
9.47,14.09
16.16,2.91
19.37,0.00
19.10,30.04
15.85,38.12
11.40,4.45
19.99,0.22
25.35,16.95
21.89,18.20
29.39,4.72
30.85,0.00
34.45,10.02
28.48,45.46
18.62,10.44
25.09,0.00
27.93,0.00
19.19,0.00
32.77,0.00
31.25,0.00
30.82,0.00
35.31,8.06
22.35,12.26
24.76,24.88
20.12,4.78
22.07,4.84
21.40,0.83
36.38,0.00
